instance,strategy,alpha,seed,max_time,initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time
50_rc104_cap.json,first,0.1,42,120.0,303.90999999999997,343.90999999999997,0.002282381057739258,1,11,390.0,460.90000000000003,0.00042057037353515625
50_rc104_cap.json,first,0.5,42,120.0,119.54999999999998,159.54999999999998,0.001992940902709961,1,11,390.0,460.90000000000003,0.0006277561187744141
50_rc104_cap.json,first,1.0,42,120.0,-110.90000000000003,-70.90000000000003,0.001954793930053711,1,11,390.0,460.90000000000003,0.0005795955657958984
50_rc105_cap.json,best,0.01,42,120.0,177.529,546.805,0.0588679313659668,10,15,550.0,319.5,0.0006320476531982422
50_rc105_cap.json,best,0.1,42,120.0,155.29,518.05,0.061469078063964844,10,15,550.0,319.5,0.0006802082061767578
50_rc105_cap.json,best,0.5,42,120.0,56.45,256.35,0.02277374267578125,6,11,390.0,267.3,0.00047087669372558594
50_rc105_cap.json,best,1.0,42,120.0,-67.1,122.69999999999999,0.025269269943237305,6,11,390.0,267.3,0.0005280971527099609
50_rc105_cap.json,first,0.01,42,120.0,177.529,466.711,0.03261709213256836,11,14,470.0,328.9,0.00084686279296875
50_rc105_cap.json,first,0.1,42,120.0,155.29,437.11,0.030832529067993164,11,14,470.0,328.9,0.0005342960357666016
50_rc105_cap.json,first,0.5,42,120.0,56.45,288.75,0.02387690544128418,10,13,430.0,282.5,0.0008161067962646484
50_rc105_cap.json,first,1.0,42,120.0,-67.1,147.5,0.029904603958129883,10,13,430.0,282.5,0.0005166530609130859
50_rc106_cap.json,best,0.01,42,120.0,245.579,585.462,0.08839941024780273,10,16,590.0,453.79999999999995,0.0005621910095214844
50_rc106_cap.json,best,0.1,42,120.0,205.79,544.62,0.083251953125,10,16,590.0,453.79999999999995,0.0005545616149902344
